BDD
L 25
T 8
N 34382
R 1
S 1
; level 1
0 0	59 1	; 111
0 0	60 1	; 112
0 0	61 1	; 113
0 0	62 1	; 114
0 0	42 1	; 115
0 0	61 0	; 116
0 0	63 1	; 117
0 0	64 0	; 118
0 0	65 0	; 119
0 0	66 0	; 120
0 0	67 0	; 121
; level 6
n 196
0 0	68 1	; 122
0 0	69 1	; 123
0 0	70 1	; 124
0 0	71 1	; 125
70 1	71 1	; 126
68 1	69 1	; 127
68 1	70 1	; 128
0 0	72 1	; 129
68 1	73 1	; 130
0 0	73 1	; 131
72 1	73 1	; 132
0 0	74 1	; 133
69 1	75 1	; 134
0 0	75 1	; 135
74 1	76 1	; 136
0 0	77 1	; 137
73 1	78 1	; 138
0 0	79 1	; 139
79 1	80 1	; 140
0 0	81 1	; 141
0 0	82 1	; 142
73 1	83 1	; 143
0 0	80 1	; 144
70 1	80 1	; 145
74 1	75 1	; 146
0 0	84 1	; 147
73 1	85 1	; 148
0 0	86 1	; 149
75 1	87 1	; 150
78 1	88 1	; 151
72 1	78 1	; 152
78 1	89 1	; 153
80 1	90 1	; 154
70 1	91 1	; 155
70 1	92 1	; 156
80 1	83 1	; 157
0 0	93 1	; 158
71 1	94 1	; 159
93 1	94 1	; 160
79 1	91 1	; 161
79 1	92 1	; 162
71 1	95 1	; 163
70 1	79 1	; 164
93 1	95 1	; 165
0 0	91 1	; 166
0 0	96 1	; 167
0 0	83 1	; 168
68 1	88 1	; 169
0 0	97 1	; 170
69 1	98 1	; 171
70 1	83 1	; 172
70 1	99 1	; 173
71 1	100 1	; 174
79 1	101 1	; 175
0 0	102 1	; 176
71 1	103 1	; 177
68 1	72 1	; 178
69 1	74 1	; 179
68 1	96 1	; 180
73 1	96 1	; 181
72 1	88 1	; 182
72 1	89 1	; 183
68 1	89 1	; 184
69 1	76 1	; 185
0 0	92 1	; 186
72 1	104 1	; 187
71 1	105 1	; 188
71 1	106 1	; 189
68 1	107 1	; 190
96 1	104 1	; 191
94 1	102 1	; 192
83 1	91 1	; 193
79 1	83 1	; 194
83 1	92 1	; 195
0 0	94 1	; 196
95 1	102 1	; 197
68 1	77 1	; 198
68 1	81 1	; 199
68 1	82 1	; 200
68 1	84 1	; 201
69 1	86 1	; 202
74 1	108 1	; 203
74 1	98 1	; 204
93 1	100 1	; 205
79 1	99 1	; 206
93 1	103 1	; 207
71 1	93 1	; 208
69 1	109 1	; 209
74 1	110 1	; 210
74 1	109 1	; 211
93 1	105 1	; 212
93 1	106 1	; 213
68 1	74 1	; 214
0 0	111 1	; 215
70 1	93 1	; 216
70 1	90 1	; 217
69 1	111 1	; 218
71 1	80 1	; 219
69 1	73 1	; 220
0 0	88 1	; 221
68 1	112 1	; 222
69 1	88 1	; 223
69 1	108 1	; 224
69 1	113 1	; 225
71 1	92 1	; 226
68 1	97 1	; 227
69 1	97 1	; 228
71 1	102 1	; 229
70 1	102 1	; 230
70 1	114 1	; 231
72 1	96 1	; 232
93 1	102 1	; 233
0 0	78 1	; 234
0 0	115 1	; 235
71 1	79 1	; 236
71 1	115 1	; 237
69 1	72 1	; 238
68 1	78 1	; 239
68 1	83 1	; 240
71 1	83 1	; 241
0 0	90 1	; 242
79 1	114 1	; 243
75 1	97 1	; 244
70 1	101 1	; 245
83 1	114 1	; 246
0 0	104 1	; 247
72 1	116 1	; 248
74 1	113 1	; 249
0 0	117 1	; 250
93 1	115 1	; 251
71 1	117 1	; 252
71 1	91 1	; 253
0 0	89 1	; 254
69 1	110 1	; 255
0 0	118 1	; 256
74 1	97 1	; 257
97 1	113 1	; 258
68 1	119 1	; 259
68 1	118 1	; 260
68 1	120 1	; 261
69 1	121 1	; 262
0 0	87 1	; 263
68 1	104 1	; 264
74 1	96 1	; 265
83 1	93 1	; 266
68 1	91 1	; 267
68 1	99 1	; 268
0 0	76 1	; 269
0 0	113 1	; 270
68 1	116 1	; 271
69 1	96 1	; 272
96 1	113 1	; 273
79 1	90 1	; 274
78 1	96 1	; 275
74 1	87 1	; 276
72 1	83 1	; 277
72 1	85 1	; 278
69 1	87 1	; 279
68 1	85 1	; 280
83 1	96 1	; 281
83 1	115 1	; 282
0 0	116 1	; 283
73 1	116 1	; 284
72 1	107 1	; 285
72 1	82 1	; 286
72 1	84 1	; 287
74 1	86 1	; 288
82 1	96 1	; 289
72 1	77 1	; 290
72 1	81 1	; 291
84 1	96 1	; 292
86 1	97 1	; 293
77 1	96 1	; 294
81 1	96 1	; 295
79 1	93 1	; 296
72 1	74 1	; 297
79 1	102 1	; 298
0 0	114 1	; 299
93 1	117 1	; 300
74 1	111 1	; 301
72 1	118 1	; 302
74 1	121 1	; 303
72 1	120 1	; 304
96 1	118 1	; 305
72 1	119 1	; 306
102 1	117 1	; 307
91 1	93 1	; 308
89 1	96 1	; 309
72 1	112 1	; 310
72 1	91 1	; 311
0 0	95 1	; 312
91 1	96 1	; 313
76 1	97 1	; 314
72 1	99 1	; 315
87 1	113 1	; 316
102 1	115 1	; 317
; level 7
n 825
68 1	122 0	; 318
69 1	123 0	; 319
70 1	124 0	; 320
0 0	70 1	; 321
71 1	125 0	; 322
124 0	124 1	; 323
70 1	124 1	; 324
68 1	122 1	; 325
0 0	68 1	; 326
0 0	69 1	; 327
0 0	71 1	; 328
122 0	122 1	; 329
123 0	123 1	; 330
125 0	125 1	; 331
122 1	123 0	; 332
0 0	124 1	; 333
0 0	124 0	; 334
124 0	125 1	; 335
125 1	126 1	; 336
71 1	125 1	; 337
0 0	126 1	; 338
0 0	122 1	; 339
0 0	123 1	; 340
0 0	122 0	; 341
0 0	123 0	; 342
0 0	125 0	; 343
0 0	125 1	; 344
122 0	123 1	; 345
69 1	123 1	; 346
123 1	127 1	; 347
0 0	128 0	; 348
124 1	126 0	; 349
124 1	125 0	; 350
0 0	127 1	; 351
129 0	130 0	; 352
131 0	132 0	; 353
133 0	134 0	; 354
135 0	136 0	; 355
137 0	138 1	; 356
139 0	140 0	; 357
138 1	141 0	; 358
138 1	142 0	; 359
142 0	143 1	; 360
144 0	145 0	; 361
135 0	146 0	; 362
147 0	148 1	; 363
149 0	150 1	; 364
142 0	151 0	; 365
142 0	152 1	; 366
142 0	153 0	; 367
144 0	154 1	; 368
139 0	145 0	; 369
130 0	132 0	; 370
134 0	136 0	; 371
140 0	155 0	; 372
140 0	156 0	; 373
140 0	145 0	; 374
145 0	157 1	; 375
134 0	146 0	; 376
158 0	159 0	; 377
159 0	160 0	; 378
145 0	161 0	; 379
79 1	145 0	; 380
145 0	162 0	; 381
158 0	163 0	; 382
140 0	144 0	; 383
140 0	164 0	; 384
163 0	165 0	; 385
140 0	166 0	; 386
130 0	167 0	; 387
145 0	168 0	; 388
132 0	169 0	; 389
134 0	170 0	; 390
136 0	171 0	; 391
140 0	172 0	; 392
140 0	173 0	; 393
155 0	157 1	; 394
145 0	155 0	; 395
146 0	171 0	; 396
160 0	174 0	; 397
155 0	175 0	; 398
155 0	161 0	; 399
79 1	155 0	; 400
155 0	162 0	; 401
159 0	176 0	; 402
165 0	177 0	; 403
129 0	132 0	; 404
132 0	178 0	; 405
136 0	179 0	; 406
132 0	180 0	; 407
68 1	132 0	; 408
178 0	181 1	; 409
130 0	178 0	; 410
146 0	179 0	; 411
178 0	182 0	; 412
72 1	178 0	; 413
178 0	183 0	; 414
132 0	184 0	; 415
130 0	181 1	; 416
130 0	182 0	; 417
72 1	130 0	; 418
130 0	183 0	; 419
133 0	185 0	; 420
140 0	186 0	; 421
122 0	130 0	; 422
124 0	145 0	; 423
123 0	134 0	; 424
70 1	140 0	; 425
156 0	157 1	; 426
145 0	156 0	; 427
184 0	187 0	; 428
160 0	188 0	; 429
156 0	161 0	; 430
79 1	156 0	; 431
156 0	162 0	; 432
125 0	159 0	; 433
165 0	189 0	; 434
136 0	185 0	; 435
144 0	157 1	; 436
129 0	131 0	; 437
139 0	144 0	; 438
133 0	135 0	; 439
181 1	190 0	; 440
157 1	164 0	; 441
190 0	191 0	; 442
159 0	192 1	; 443
145 0	193 0	; 444
145 0	194 1	; 445
145 0	195 0	; 446
158 0	196 0	; 447
163 0	197 1	; 448
130 0	142 0	; 449
134 0	185 0	; 450
130 0	198 0	; 451
145 0	164 0	; 452
130 0	199 0	; 453
130 0	200 0	; 454
131 0	200 0	; 455
130 0	201 0	; 456
134 0	202 0	; 457
169 0	200 0	; 458
178 0	200 0	; 459
184 0	200 0	; 460
144 0	161 0	; 461
129 0	169 0	; 462
139 0	155 0	; 463
133 0	171 0	; 464
134 0	203 0	; 465
161 0	164 0	; 466
134 0	204 0	; 467
159 0	205 0	; 468
145 0	194 0	; 469
145 0	206 0	; 470
158 0	174 0	; 471
163 0	207 0	; 472
79 1	144 0	; 473
129 0	178 0	; 474
139 0	164 0	; 475
133 0	179 0	; 476
79 1	164 0	; 477
93 1	159 0	; 478
145 0	164 1	; 479
158 0	208 0	; 480
93 1	163 0	; 481
144 0	162 0	; 482
129 0	184 0	; 483
139 0	156 0	; 484
133 0	209 0	; 485
134 0	210 0	; 486
162 0	164 0	; 487
134 0	211 0	; 488
159 0	212 0	; 489
158 0	188 0	; 490
163 0	213 0	; 491
70 1	139 0	; 492
68 1	129 0	; 493
131 0	178 1	; 494
135 0	214 1	; 495
135 0	179 1	; 496
164 1	166 0	; 497
129 0	178 1	; 498
164 1	186 0	; 499
144 0	164 1	; 500
144 0	172 1	; 501
70 1	144 0	; 502
196 0	208 1	; 503
139 1	144 0	; 504
179 1	215 0	; 505
144 0	216 1	; 506
144 0	217 1	; 507
130 0	178 1	; 508
134 0	214 1	; 509
134 0	179 1	; 510
155 0	164 1	; 511
156 0	164 1	; 512
145 0	172 1	; 513
159 0	208 1	; 514
139 1	145 0	; 515
179 1	218 0	; 516
71 1	158 0	; 517
216 1	219 0	; 518
169 0	178 1	; 519
178 1	184 0	; 520
130 0	180 1	; 521
129 1	130 0	; 522
214 1	220 0	; 523
178 0	178 1	; 524
70 1	145 0	; 525
163 0	208 1	; 526
178 1	221 0	; 527
68 1	167 0	; 528
171 0	214 1	; 529
171 0	179 1	; 530
178 1	180 0	; 531
178 1	222 0	; 532
169 0	180 1	; 533
68 1	169 0	; 534
129 1	169 0	; 535
179 1	223 0	; 536
179 1	224 0	; 537
139 0	164 1	; 538
179 0	214 1	; 539
179 0	179 1	; 540
164 1	172 0	; 541
70 1	164 1	; 542
164 0	164 1	; 543
164 0	172 1	; 544
70 1	164 0	; 545
208 0	208 1	; 546
139 1	164 0	; 547
179 1	225 0	; 548
209 0	214 1	; 549
164 1	173 0	; 550
68 1	178 1	; 551
156 0	172 1	; 552
70 1	156 0	; 553
179 1	209 0	; 554
188 0	208 1	; 555
139 1	156 0	; 556
216 1	226 0	; 557
189 0	208 1	; 558
68 1	130 0	; 559
179 1	185 0	; 560
124 0	139 0	; 561
122 0	129 0	; 562
134 0	227 1	; 563
180 1	190 0	; 564
155 0	172 1	; 565
178 0	180 1	; 566
134 0	228 1	; 567
159 0	229 1	; 568
145 0	168 1	; 569
219 0	230 1	; 570
163 0	229 1	; 571
127 1	134 0	; 572
69 1	134 0	; 573
70 1	155 0	; 574
68 1	178 0	; 575
71 1	159 0	; 576
124 1	145 0	; 577
69 1	218 0	; 578
126 1	219 0	; 579
124 1	139 0	; 580
122 1	129 0	; 581
133 1	134 0	; 582
139 1	155 0	; 583
129 1	178 0	; 584
158 1	159 0	; 585
133 1	218 0	; 586
158 1	219 0	; 587
158 1	163 0	; 588
164 1	231 0	; 589
72 1	129 0	; 590
79 1	168 0	; 591
124 0	79 1	; 592
79 1	139 0	; 593
139 0	194 1	; 594
139 0	194 0	; 595
79 1	172 0	; 596
70 1	79 1	; 597
164 0	194 1	; 598
164 0	194 0	; 599
72 1	180 0	; 600
68 1	72 1	; 601
178 0	232 1	; 602
178 0	232 0	; 603
93 1	208 0	; 604
164 0	168 0	; 605
167 0	178 0	; 606
170 0	179 0	; 607
124 1	79 1	; 608
172 0	194 1	; 609
164 0	172 0	; 610
93 1	229 0	; 611
176 0	208 0	; 612
172 0	194 0	; 613
124 0	164 0	; 614
122 0	178 0	; 615
123 0	179 0	; 616
70 1	194 1	; 617
71 1	93 1	; 618
125 0	208 0	; 619
70 1	194 0	; 620
208 0	233 1	; 621
83 1	164 0	; 622
139 0	172 0	; 623
129 0	180 0	; 624
133 0	228 0	; 625
208 0	233 0	; 626
158 0	229 0	; 627
69 1	133 0	; 628
122 1	234 0	; 629
133 0	133 1	; 630
129 0	129 1	; 631
139 1	168 0	; 632
139 0	139 1	; 633
122 0	129 1	; 634
139 0	168 1	; 635
158 0	158 1	; 636
139 0	158 1	; 637
158 1	235 0	; 638
129 0	133 1	; 639
133 1	179 0	; 640
139 1	172 0	; 641
68 1	129 1	; 642
164 0	168 1	; 643
158 1	208 0	; 644
158 1	236 0	; 645
158 1	237 0	; 646
133 1	238 0	; 647
129 1	180 0	; 648
167 1	178 0	; 649
122 1	239 0	; 650
124 1	168 0	; 651
122 1	168 0	; 652
133 1	228 0	; 653
122 1	167 0	; 654
122 1	129 1	; 655
168 1	172 0	; 656
122 1	240 0	; 657
158 1	229 0	; 658
158 1	241 0	; 659
124 0	139 1	; 660
69 1	133 1	; 661
124 1	139 1	; 662
70 1	139 1	; 663
70 1	168 1	; 664
71 1	158 1	; 665
127 1	133 1	; 666
122 1	178 0	; 667
133 1	225 0	; 668
0 0	139 0	; 669
0 0	234 0	; 670
170 1	179 0	; 671
0 0	129 0	; 672
68 1	167 1	; 673
0 0	239 0	; 674
176 1	208 0	; 675
176 1	236 0	; 676
170 1	238 0	; 677
123 1	179 0	; 678
124 1	172 0	; 679
124 1	164 0	; 680
0 0	164 0	; 681
125 1	208 0	; 682
125 1	236 0	; 683
125 1	237 0	; 684
123 1	238 0	; 685
139 1	217 0	; 686
124 1	242 0	; 687
160 0	196 0	; 688
160 0	208 0	; 689
146 0	209 0	; 690
156 0	243 0	; 691
134 0	244 1	; 692
245 0	246 0	; 693
74 1	134 0	; 694
72 1	131 0	; 695
247 0	248 1	; 696
135 0	249 0	; 697
79 1	166 0	; 698
79 1	186 0	; 699
144 0	194 1	; 700
144 0	164 0	; 701
93 1	196 0	; 702
74 1	135 0	; 703
144 0	194 0	; 704
250 0	251 0	; 705
131 0	248 1	; 706
134 0	249 0	; 707
251 0	252 0	; 708
72 1	169 0	; 709
72 1	184 0	; 710
130 0	232 1	; 711
130 0	232 0	; 712
218 0	249 0	; 713
74 1	185 0	; 714
74 1	171 0	; 715
79 1	173 0	; 716
155 0	194 1	; 717
155 0	164 0	; 718
93 1	174 0	; 719
169 0	248 0	; 720
155 0	194 0	; 721
251 0	253 0	; 722
74 1	224 0	; 723
179 0	249 0	; 724
74 1	179 0	; 725
237 0	251 0	; 726
72 1	254 0	; 727
74 1	209 0	; 728
209 0	249 0	; 729
72 1	222 0	; 730
184 0	232 1	; 731
178 0	184 0	; 732
184 0	232 0	; 733
74 1	255 0	; 734
232 1	256 0	; 735
129 0	234 0	; 736
134 0	257 1	; 737
134 0	258 0	; 738
232 1	259 0	; 739
232 1	239 0	; 740
156 0	194 1	; 741
232 1	260 0	; 742
129 0	260 0	; 743
232 1	261 0	; 744
257 1	262 0	; 745
96 1	260 0	; 746
133 0	263 0	; 747
180 1	260 0	; 748
185 0	257 1	; 749
178 0	264 0	; 750
134 0	225 0	; 751
156 0	164 0	; 752
159 0	208 0	; 753
134 0	179 0	; 754
145 0	172 0	; 755
237 0	252 0	; 756
134 0	257 0	; 757
134 0	265 0	; 758
156 0	194 0	; 759
83 1	145 0	; 760
159 0	233 0	; 761
252 0	266 1	; 762
185 0	257 0	; 763
208 1	252 0	; 764
132 0	166 0	; 765
132 0	141 0	; 766
132 0	267 0	; 767
132 0	199 0	; 768
139 0	245 0	; 769
129 0	264 0	; 770
132 0	268 0	; 771
170 0	185 0	; 772
123 0	185 0	; 773
140 0	231 0	; 774
181 1	267 0	; 775
181 1	199 0	; 776
133 0	269 0	; 777
130 0	267 0	; 778
182 0	267 0	; 779
182 0	199 0	; 780
133 0	224 0	; 781
72 1	267 0	; 782
72 1	199 0	; 783
183 0	267 0	; 784
183 0	199 0	; 785
133 0	255 0	; 786
122 0	127 1	; 787
68 1	127 1	; 788
122 0	127 0	; 789
124 0	126 0	; 790
68 1	127 0	; 791
70 1	126 0	; 792
68 1	123 1	; 793
70 1	125 0	; 794
124 0	126 1	; 795
168 0	178 1	; 796
122 0	178 1	; 797
139 0	172 1	; 798
178 1	240 0	; 799
164 1	168 0	; 800
70 1	168 0	; 801
122 1	178 1	; 802
69 1	170 0	; 803
172 0	172 1	; 804
70 1	172 0	; 805
71 1	176 0	; 806
124 0	164 1	; 807
124 1	164 1	; 808
70 1	172 1	; 809
180 1	240 0	; 810
68 1	180 1	; 811
123 0	133 0	; 812
125 0	158 0	; 813
68 1	240 0	; 814
129 1	240 0	; 815
123 1	133 0	; 816
125 1	158 0	; 817
72 1	166 0	; 818
72 1	141 0	; 819
72 1	268 0	; 820
232 1	267 0	; 821
199 0	232 1	; 822
178 0	267 0	; 823
178 0	199 0	; 824
232 0	267 0	; 825
199 0	232 0	; 826
178 1	267 0	; 827
178 1	199 0	; 828
72 1	168 0	; 829
122 0	72 1	; 830
208 0	235 0	; 831
235 0	251 0	; 832
72 1	240 0	; 833
225 0	270 0	; 834
225 0	249 0	; 835
179 0	270 0	; 836
129 0	271 0	; 837
113 1	225 0	; 838
113 1	272 0	; 839
122 1	72 1	; 840
168 0	208 0	; 841
241 0	251 0	; 842
74 1	228 0	; 843
164 0	242 0	; 844
79 1	217 0	; 845
69 1	113 1	; 846
69 1	74 1	; 847
232 1	240 0	; 848
225 0	273 0	; 849
68 1	232 1	; 850
158 0	235 0	; 851
179 0	257 1	; 852
178 0	240 0	; 853
232 0	240 0	; 854
225 0	273 1	; 855
68 1	232 0	; 856
237 0	266 1	; 857
179 0	257 0	; 858
71 1	235 0	; 859
208 1	237 0	; 860
74 1	133 0	; 861
139 0	274 1	; 862
93 1	158 0	; 863
152 0	167 0	; 864
167 0	239 0	; 865
152 0	180 0	; 866
122 1	152 0	; 867
180 0	275 1	; 868
180 0	239 0	; 869
228 0	276 0	; 870
172 0	274 0	; 871
180 0	277 0	; 872
180 0	278 0	; 873
232 1	271 0	; 874
133 0	179 1	; 875
158 0	208 1	; 876
179 1	228 0	; 877
208 1	229 0	; 878
69 1	179 1	; 879
71 1	208 1	; 880
179 0	228 1	; 881
208 0	229 1	; 882
69 1	179 0	; 883
71 1	208 0	; 884
122 0	239 1	; 885
0 0	239 1	; 886
123 0	179 1	; 887
122 0	240 1	; 888
124 0	217 1	; 889
122 0	234 1	; 890
123 0	279 1	; 891
122 0	280 1	; 892
0 0	164 1	; 893
123 1	179 1	; 894
124 1	172 1	; 895
125 1	208 1	; 896
124 0	172 1	; 897
71 1	229 1	; 898
125 0	208 1	; 899
69 1	228 1	; 900
129 0	271 1	; 901
180 1	234 0	; 902
122 0	234 0	; 903
180 1	239 0	; 904
122 0	239 0	; 905
172 1	217 0	; 906
123 0	263 0	; 907
167 1	239 0	; 908
228 1	279 0	; 909
180 1	280 0	; 910
180 0	248 0	; 911
194 1	217 0	; 912
129 0	232 0	; 913
180 0	232 0	; 914
96 1	178 0	; 915
178 0	180 0	; 916
129 0	277 1	; 917
178 0	277 1	; 918
180 0	277 1	; 919
68 1	277 1	; 920
172 0	242 0	; 921
178 0	281 0	; 922
178 0	240 1	; 923
125 0	126 0	; 924
70 1	126 1	; 925
123 0	127 0	; 926
0 0	126 0	; 927
70 1	125 1	; 928
68 1	123 0	; 929
68 1	240 1	; 930
122 1	240 1	; 931
68 1	168 1	; 932
129 0	240 1	; 933
180 0	240 1	; 934
68 1	180 0	; 935
168 1	178 0	; 936
235 0	237 0	; 937
129 0	152 0	; 938
129 0	280 0	; 939
133 0	279 0	; 940
129 0	239 0	; 941
152 0	178 0	; 942
68 1	152 0	; 943
178 0	277 0	; 944
115 1	237 0	; 945
115 1	241 0	; 946
167 0	179 0	; 947
71 1	115 1	; 948
237 0	282 0	; 949
133 0	270 0	; 950
164 0	274 1	; 951
180 0	283 0	; 952
237 0	282 1	; 953
69 1	270 0	; 954
247 0	284 1	; 955
165 0	196 0	; 956
159 0	165 0	; 957
165 0	174 0	; 958
169 0	285 0	; 959
165 0	208 0	; 960
254 0	286 0	; 961
122 0	200 0	; 962
184 0	286 0	; 963
123 0	202 0	; 964
222 0	286 0	; 965
68 1	286 0	; 966
184 0	287 0	; 967
209 0	288 0	; 968
184 0	289 1	; 969
184 0	290 0	; 970
184 0	291 0	; 971
256 0	289 1	; 972
142 0	234 0	; 973
260 0	289 1	; 974
149 0	263 0	; 975
157 1	245 0	; 976
259 0	289 1	; 977
239 0	289 1	; 978
261 0	292 1	; 979
262 0	293 1	; 980
142 0	260 0	; 981
260 0	294 1	; 982
260 0	295 1	; 983
130 0	264 0	; 984
159 0	163 0	; 985
159 0	207 0	; 986
159 0	213 0	; 987
196 0	296 1	; 988
159 0	296 1	; 989
134 0	297 1	; 990
174 0	296 1	; 991
208 0	296 1	; 992
188 0	296 1	; 993
93 1	188 0	; 994
159 0	298 1	; 995
194 1	245 0	; 996
159 0	233 1	; 997
159 0	236 0	; 998
131 0	232 0	; 999
169 0	232 0	; 1000
130 0	96 1	; 1001
130 0	180 0	; 1002
159 0	216 1	; 1003
68 1	234 0	; 1004
158 0	216 1	; 1005
133 0	214 1	; 1006
208 0	216 1	; 1007
68 1	239 0	; 1008
68 1	168 0	; 1009
216 1	229 0	; 1010
214 1	228 0	; 1011
71 1	216 1	; 1012
69 1	214 1	; 1013
208 0	230 1	; 1014
179 0	227 1	; 1015
126 1	208 0	; 1016
127 1	179 0	; 1017
274 1	299 0	; 1018
137 0	152 1	; 1019
141 0	152 1	; 1020
149 0	276 1	; 1021
147 0	278 1	; 1022
142 0	277 1	; 1023
142 0	275 0	; 1024
142 0	239 1	; 1025
155 0	274 0	; 1026
190 0	232 1	; 1027
142 0	178 0	; 1028
164 0	231 0	; 1029
178 0	198 0	; 1030
179 0	202 0	; 1031
178 0	201 0	; 1032
129 0	200 0	; 1033
180 0	200 0	; 1034
68 1	200 0	; 1035
154 1	299 0	; 1036
196 0	300 0	; 1037
159 0	300 0	; 1038
134 0	301 0	; 1039
221 0	302 0	; 1040
167 0	260 0	; 1041
169 0	302 0	; 1042
171 0	303 0	; 1043
180 0	302 0	; 1044
222 0	302 0	; 1045
169 0	304 0	; 1046
169 0	305 0	; 1047
169 0	260 0	; 1048
169 0	306 0	; 1049
152 0	169 0	; 1050
208 0	300 0	; 1051
188 0	300 0	; 1052
159 0	307 0	; 1053
145 0	231 0	; 1054
159 0	252 0	; 1055
159 0	308 1	; 1056
159 0	251 0	; 1057
131 0	183 0	; 1058
169 0	183 0	; 1059
183 0	184 0	; 1060
130 0	309 1	; 1061
130 0	184 0	; 1062
130 0	310 0	; 1063
124 1	125 1	; 1064
122 1	123 1	; 1065
131 0	311 0	; 1066
131 0	291 0	; 1067
130 0	311 0	; 1068
130 0	291 0	; 1069
163 0	176 0	; 1070
169 0	311 0	; 1071
169 0	291 0	; 1072
136 0	224 0	; 1073
178 0	311 0	; 1074
178 0	291 0	; 1075
125 0	163 0	; 1076
184 0	311 0	; 1077
136 0	255 0	; 1078
158 0	312 0	; 1079
130 0	313 1	; 1080
130 0	295 1	; 1081
185 0	314 1	; 1082
158 0	177 0	; 1083
130 0	315 0	; 1084
185 0	203 0	; 1085
158 0	189 0	; 1086
185 0	210 0	; 1087
139 0	231 0	; 1088
145 0	243 0	; 1089
125 0	216 1	; 1090
122 0	214 1	; 1091
122 0	271 1	; 1092
126 1	164 1	; 1093
127 1	214 1	; 1094
127 1	178 1	; 1095
69 1	225 1	; 1096
125 1	216 1	; 1097
123 1	225 1	; 1098
125 1	164 1	; 1099
122 0	180 1	; 1100
69 1	227 1	; 1101
122 1	180 1	; 1102
69 1	272 1	; 1103
127 1	227 1	; 1104
71 1	126 1	; 1105
69 1	270 1	; 1106
70 1	236 1	; 1107
129 0	277 0	; 1108
68 1	277 0	; 1109
178 0	281 1	; 1110
0 0	158 1	; 1111
0 0	139 1	; 1112
0 0	133 1	; 1113
0 0	129 1	; 1114
0 0	168 1	; 1115
123 1	133 1	; 1116
123 1	129 1	; 1117
122 1	167 1	; 1118
125 1	158 1	; 1119
124 1	168 1	; 1120
125 1	139 1	; 1121
123 1	270 1	; 1122
125 1	235 1	; 1123
124 1	242 1	; 1124
125 1	176 1	; 1125
123 1	170 1	; 1126
125 1	168 1	; 1127
129 0	152 1	; 1128
129 0	278 1	; 1129
133 0	316 0	; 1130
152 1	167 0	; 1131
122 0	152 1	; 1132
249 0	270 0	; 1133
208 0	251 0	; 1134
249 0	272 0	; 1135
71 1	251 0	; 1136
208 0	317 0	; 1137
179 0	225 0	; 1138
208 0	266 1	; 1139
225 0	265 0	; 1140
139 0	217 0	; 1141
164 0	274 0	; 1142
; level 8
n 2349
318 1	319 1	; 1143
318 1	320 1	; 1144
318 1	321 0	; 1145
319 1	124 0	; 1146
320 1	322 1	; 1147
318 1	323 0	; 1148
0 0	320 1	; 1149
0 0	318 1	; 1150
